mitra_id,kode_mitra,akun_id,diverifikasi_oleh_admin_id,lokasi_id,jenis_mitra_id,status_mitra_id,skala_kerjasama_id,nama_mitra,nama_badan_hukum,nib,npwp,nama_pic,jabatan_pic,kontak_pic,email_pic,alamat_mitra,wilayah_operasional,deskripsi_dukungan,logo_url,foto_cover_url,status_verified,is_deleted,deleted_at,archived_at,created_at,updated_at
MTR000107,MITRA-2026-00107,AKUN005357,ADM000012,LOK002462,JM01,AKTIF,KABUPATEN,UPT Mandiri Sejahtera,UPT Mandiri Sejahtera Mandiri,1442476266605,86.048.081.9-821.364,Rizqi Ramadhan,Kepala Divisi UMKM,08219708123,upt-mandiri-sejahtera107@or.id,"Jl. Melati No. 43 RT 10/RW 07, kantor operasional UPT Mandiri Sejahtera",Jawa-Bali,"UPT Mandiri Sejahtera membuka program kolaborasi untuk UMKM pada bidang pendampingan bisnis, legalitas usaha dengan bentuk dukungan pendampingan konten, kelas pelatihan, kurasi produk.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000107.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000107.webp,true,false,,,2024-08-09 10:55:33,2024-09-01 10:55:33
MTR000108,MITRA-2026-00108,AKUN005358,,LOK002485,JM01,MENUNGGU_VERIFIKASI,KABUPATEN,Badan Pasar Online Indonesia,Badan Pasar Online Indonesia Mandiri,,46.252.802.1-475.081,Lukman Ryannareta,Manajer Program,08981649010,badan-pasar-online-indonesia108@gmail.com,"Jl. Adi Sumarmo No. 163 RT 14/RW 06, kantor operasional Badan Pasar Online Indonesia",Jawa-Bali,"Badan Pasar Online Indonesia mendukung UMKM melalui pendampingan konten, kelas pelatihan pada bidang pendampingan bisnis, legalitas usaha. Fokus program disesuaikan dengan kebutuhan legalitas, pemasaran, dan peningkatan kapasitas usaha.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000108.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000108.webp,false,false,,,2024-03-12 12:42:57,2024-05-21 12:42:57
MTR000109,MITRA-2026-00109,AKUN005359,ADM000016,LOK002508,JM06,AKTIF,LOKAL,BPR Pasar Rakyat,BPR Pasar Rakyat Mandiri,1365830661772,82.891.896.2-504.315,Dewanto Herfina,Koordinator Kemitraan,085686252623,bpr-pasar-rakyat.info@gmail.com,"Kompleks Ruko Mutiara Blok B No. 124, kantor operasional BPR Pasar Rakyat",Online Nasional,"BPR Pasar Rakyat membuka program kolaborasi untuk UMKM pada bidang pendampingan bisnis, permodalan, legalitas usaha dengan bentuk dukungan mentoring, pinjaman lunak, kurasi produk, konsultasi legal.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000109.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000109.webp,true,false,,,2024-01-22 12:15:43,2024-04-11 12:15:43
MTR000110,MITRA-2026-00110,AKUN005360,ADM000233,LOK002531,JM05,AKTIF,LOKAL,Komunitas Nusantara Berdaya,Komunitas Nusantara Berdaya Mandiri,9176453152991,,Slamet Wicaksono,Manajer Program,08578383838,komunitas-nusantara-berdaya.sales@ac.id,"Jl. KH Ahmad Dahlan Gang Werkudara No. 202, kantor operasional Komunitas Nusantara Berdaya",Jawa Tengah,"Komunitas Nusantara Berdaya membuka program kolaborasi untuk UMKM pada bidang pendampingan bisnis, pemasaran, pelatihan, akses marketplace dengan bentuk dukungan pendampingan konten, kurasi produk, klinik konsultasi.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000110.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000110.webp,true,false,,,2025-11-14 08:17:12,2026-01-29 08:17:12
MTR000111,MITRA-2026-00111,AKUN005361,ADM000068,LOK002554,JM04,AKTIF,KABUPATEN,Politeknik Sahabat Produk Lokal,Politeknik Sahabat Produk Lokal Mandiri,3180627550503,39.194.826.4-697.343,Rengga Herlambang,Kepala Divisi UMKM,081153889959,info.politeknik-sahabat-produk-lokal@corp.id,"Pasar Beringharjo Los H-111, kantor operasional Politeknik Sahabat Produk Lokal",Jawa-Bali,"Politeknik Sahabat Produk Lokal mendukung UMKM melalui klinik konsultasi, pendampingan konten, kelas pelatihan pada bidang digitalisasi, pelatihan, pendampingan bisnis. Fokus program disesuaikan dengan kebutuhan legalitas, pemasaran, dan peningkatan kapasitas usaha.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000111.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000111.webp,true,false,,,2025-11-14 17:48:03,2026-01-02 17:48:03
MTR000112,MITRA-2026-00112,AKUN005362,ADM000218,LOK002577,JM02,AKTIF,LOKAL,PT Sahabat UMKM,PT Sahabat UMKM,2197136411951,,Rohman Setyowati,PIC CSR,089550383286,kemitraan-pt-sahabat-umkm@gmail.com,"Jl. Wijaya Kusuma Kav. 8 Blok F, kantor operasional PT Sahabat UMKM",Jawa Tengah,"PT Sahabat UMKM membuka program kolaborasi untuk UMKM pada bidang pelatihan, permodalan dengan bentuk dukungan kurasi produk, akses pameran.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000112.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000112.webp,true,false,,,2025-01-07 19:10:32,2025-02-21 19:10:32
MTR000113,MITRA-2026-00113,AKUN005363,ADM000133,LOK002600,JM03,AKTIF,NASIONAL,PT Logistik Prima,PT Logistik Prima,2202117609373,39.316.071.6-735.283,Agus Asih,Koordinator Kemitraan,085169681059,kemitraan-pt-logistik-prima@corp.id,"Jl. Nangka Kav. 92 Blok F, kantor operasional PT Logistik Prima",Solo Raya,"PT Logistik Prima membuka program kolaborasi untuk UMKM pada bidang pemasaran, desain kemasan, digitalisasi, distribusi dengan bentuk dukungan bantuan alat, akses gudang, kemitraan penjualan.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000113.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000113.webp,true,false,,,2025-07-19 03:16:12,2025-08-24 03:16:12
MTR000114,MITRA-2026-00114,AKUN005364,ADM000163,LOK002623,JM02,AKTIF,KABUPATEN,PT Tumbuh Bersama,PT Tumbuh Bersama,,75.017.698.7-012.262,Tri Wahyuni,Manajer Program,0898176545081,usaha14.pt-tumbuh-bersama@corp.id,"Jl. Diponegoro Gang Melati No. 47, kantor operasional PT Tumbuh Bersama",Jawa Tengah,"PT Tumbuh Bersama membuka program kolaborasi untuk UMKM pada bidang pemasaran, distribusi, permodalan, pelatihan dengan bentuk dukungan pendampingan konten, klinik konsultasi.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000114.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000114.webp,true,false,,,2024-06-24 01:32:57,2024-08-07 01:32:57
MTR000115,MITRA-2026-00115,AKUN005365,ADM000155,LOK002646,JM06,AKTIF,LOKAL,Bank Kampus Wirausaha,Bank Kampus Wirausaha Mandiri,3320886261295,57.242.055.8-823.199,Intan Pramono,Kepala Divisi UMKM,08827754408,bank-kampus-wirausaha.kemitraan@ac.id,"Sentra UMKM Beringharjo, Kios F49, kantor operasional Bank Kampus Wirausaha",Solo Raya,"Bank Kampus Wirausaha mendukung UMKM melalui pinjaman lunak, mentoring, pendampingan konten pada bidang legalitas usaha, pendampingan bisnis. Fokus program disesuaikan dengan kebutuhan legalitas, pemasaran, dan peningkatan kapasitas usaha.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000115.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000115.webp,true,false,,,2025-06-04 08:13:34,2025-08-08 08:13:34
MTR000116,MITRA-2026-00116,AKUN005366,ADM000211,LOK002669,JM06,AKTIF,KABUPATEN,Bank Kolaborasi Karya,Bank Kolaborasi Karya Mandiri,3330967543762,,Nugroho Fitriani,PIC CSR,085856190110,sales-bank-kolaborasi-karya@co.id,"Pasar Pucangsawit Los C-165, kantor operasional Bank Kolaborasi Karya",Nasional,"Bank Kolaborasi Karya berperan sebagai mitra pendamping yang menyediakan klinik konsultasi, pinjaman lunak bagi UMKM terkurasi.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000116.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000116.webp,true,false,,,2026-02-28 05:44:39,2026-03-21 05:44:39
MTR000117,MITRA-2026-00117,AKUN005367,ADM000159,LOK002692,JM06,AKTIF,KABUPATEN,Bank Akselerasi Digital,Bank Akselerasi Digital Mandiri,3343722557749,76.275.097.1-575.351,Sekar Azarel,Business Development,089527611482,admin.bank-akselerasi-digital@gmail.com,"Jl. Jenderal Sudirman Gang Pandan No. 49, kantor operasional Bank Akselerasi Digital",Jawa-Bali,"Bank Akselerasi Digital berperan sebagai mitra pendamping yang menyediakan pendampingan konten, mentoring, kurasi produk bagi UMKM terkurasi.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000117.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000117.webp,true,false,,,2025-04-20 12:47:41,2025-04-27 12:47:41
MTR000118,MITRA-2026-00118,AKUN005368,,LOK002715,JM09,NONAKTIF,KABUPATEN,Lembaga Riset dan Inovasi,Lembaga Riset dan Inovasi Mandiri,,32.125.766.2-007.366,Ilham Syakira,Kepala Divisi UMKM,08514038829,sales18.lembaga-riset-dan-inovasi@corp.id,"Kompleks Ruko Pasar Modern Blok C No. 70, kantor operasional Lembaga Riset dan Inovasi",Online Nasional,"Lembaga Riset dan Inovasi mendukung UMKM melalui kurasi produk, promosi digital pada bidang digitalisasi, pemasaran, riset produk, pendampingan bisnis. Fokus program disesuaikan dengan kebutuhan legalitas, pemasaran, dan peningkatan kapasitas usaha.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000118.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000118.webp,false,false,,,2025-01-17 14:27:49,2025-03-02 14:27:49
MTR000119,MITRA-2026-00119,AKUN005369,,LOK002738,JM03,DITOLAK,LOKAL,PT Digital Niaga,PT Digital Niaga,1464590062387,48.292.220.3-074.353,Ari Ramdani,Koordinator Kemitraan,08786210519,order-pt-digital-niaga@gmail.com,"Jl. Pangeran Diponegoro Kav. 91 Blok C, kantor operasional PT Digital Niaga",Solo Raya,"PT Digital Niaga membuka program kolaborasi untuk UMKM pada bidang distribusi, desain kemasan, digitalisasi, pemasaran dengan bentuk dukungan kurasi produk, akses gudang, bantuan alat.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000119.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000119.webp,false,false,,,2026-04-08 07:26:02,2026-05-08 07:26:02
MTR000120,MITRA-2026-00120,AKUN005370,ADM000091,LOK002761,JM04,AKTIF,LOKAL,Institut Akses Modal Mandiri,Institut Akses Modal Mandiri Mandiri,1274111050596,16.130.078.4-800.592,Suryo Wulandari,Kepala Divisi UMKM,085221790622,admin20.institut-akses-modal-mandiri@gmail.com,"Pasar Tembalang Los F-33, kantor operasional Institut Akses Modal Mandiri",Solo Raya,"Institut Akses Modal Mandiri berperan sebagai mitra pendamping yang menyediakan kelas pelatihan, kurasi produk, konsultasi legal bagi UMKM terkurasi.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000120.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000120.webp,true,false,,,2024-12-26 01:10:53,2025-01-16 01:10:53
MTR000121,MITRA-2026-00121,AKUN005371,,LOK002784,JM07,NONAKTIF,PROVINSI,PT Konsultan Legal UMKM,PT Konsultan Legal UMKM,9185478062922,54.181.850.5-676.626,Darel Pawestri,Business Development,089672835247,pt-konsultan-legal-umkm.kontak@go.id,"Pasar Tembalang Los E-163, kantor operasional PT Konsultan Legal UMKM",Nasional,"PT Konsultan Legal UMKM berperan sebagai mitra pendamping yang menyediakan kemitraan penjualan, akses marketplace, pendampingan konten bagi UMKM terkurasi.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000121.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000121.webp,false,false,,,2025-04-13 13:06:28,2025-06-13 13:06:28
MTR000122,MITRA-2026-00122,AKUN005372,ADM000224,LOK002807,JM07,AKTIF,PROVINSI,Marketplace Kreasi Muda,Marketplace Kreasi Muda Mandiri,,,Rexy Wibowo,PIC CSR,088863760531,sales22.marketplace-kreasi-muda@corp.id,"Jl. Lingkar Utara KM 7.4, RT 12/RW 07, kantor operasional Marketplace Kreasi Muda",Jawa Tengah,"Marketplace Kreasi Muda mendukung UMKM melalui akses marketplace, pendampingan konten, kemitraan penjualan, promosi digital pada bidang digitalisasi, pemasaran. Fokus program disesuaikan dengan kebutuhan legalitas, pemasaran, dan peningkatan kapasitas usaha.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000122.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000122.webp,true,false,,,2025-08-03 18:59:14,2025-08-04 18:59:14
MTR000123,MITRA-2026-00123,AKUN005373,ADM000167,LOK002830,JM04,AKTIF,KABUPATEN,Universitas Pelatihan Wirausaha,Universitas Pelatihan Wirausaha Mandiri,9104085587954,92.129.180.7-891.675,Meiva Rahmawati,Koordinator Kemitraan,089532400871,universitas-pelatihan-wirausaha.admin@co.id,"Kompleks Ruko Pasar Modern Blok G No. 172, kantor operasional Universitas Pelatihan Wirausaha",Online Nasional,"Universitas Pelatihan Wirausaha berperan sebagai mitra pendamping yang menyediakan mentoring, klinik konsultasi, pendampingan konten bagi UMKM terkurasi.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000123.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000123.webp,true,false,,,2024-10-28 22:25:05,2024-11-13 22:25:05
MTR000124,MITRA-2026-00124,AKUN005374,,LOK002853,JM05,MENUNGGU_VERIFIKASI,LOKAL,Asosiasi UMKM Naik Kelas,Asosiasi UMKM Naik Kelas Mandiri,,71.279.877.8-746.601,Aisyah Harlitasari,PIC CSR,08218486789,cs-asosiasi-umkm-naik-kelas@mitra.id,"Jl. Pangeran Diponegoro KM 8.1, RT 07/RW 01, kantor operasional Asosiasi UMKM Naik Kelas",Solo Raya,"Asosiasi UMKM Naik Kelas mendukung UMKM melalui klinik konsultasi, promosi digital, kemitraan penjualan, akses pameran pada bidang pelatihan, akses marketplace, pemasaran. Fokus program disesuaikan dengan kebutuhan legalitas, pemasaran, dan peningkatan kapasitas usaha.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000124.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000124.webp,false,false,,,2026-05-05 08:47:40,2026-07-21 08:47:40
MTR000125,MITRA-2026-00125,AKUN005375,ADM000149,LOK002876,JM12,AKTIF,KABUPATEN,Balai Kemitraan Lokal,Balai Kemitraan Lokal Mandiri,1222441088816,,Sofyan Aryati,Koordinator Kemitraan,08814389813,usaha25.balai-kemitraan-lokal@corp.id,"Sentra UMKM Pucangsawit, Kios G213, kantor operasional Balai Kemitraan Lokal",Online Nasional,"Balai Kemitraan Lokal berperan sebagai mitra pendamping yang menyediakan kelas pelatihan, konsultasi legal, kurasi produk bagi UMKM terkurasi.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000125.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000125.webp,true,false,,,2025-05-26 10:18:43,2025-06-08 10:18:43
MTR000126,MITRA-2026-00126,AKUN005376,ADM000041,LOK002899,JM06,AKTIF,PROVINSI,Bank Logistik Rakyat,Bank Logistik Rakyat Mandiri,,,Sri Artanti,Business Development,081171668827,bank-logistik-rakyat.admin@or.id,"Jl. Cendana Kav. 38 Blok H, kantor operasional Bank Logistik Rakyat",Jawa Tengah,"Bank Logistik Rakyat membuka program kolaborasi untuk UMKM pada bidang permodalan, legalitas usaha, pendampingan bisnis dengan bentuk dukungan konsultasi legal, kurasi produk.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000126.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000126.webp,true,false,,,2025-04-11 21:33:08,2025-06-06 21:33:08
MTR000127,MITRA-2026-00127,AKUN005377,ADM000162,LOK002922,JM06,AKTIF,KABUPATEN,BPR Bina Usaha,BPR Bina Usaha Mandiri,1245429242068,47.266.152.2-132.476,Tania Nugraha,Kepala Divisi UMKM,088271550369,info27.bpr-bina-usaha@corp.id,"Pasar Beringharjo Los E-149, kantor operasional BPR Bina Usaha",Jawa-Bali,"BPR Bina Usaha berperan sebagai mitra pendamping yang menyediakan klinik konsultasi, pendampingan konten bagi UMKM terkurasi.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000127.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000127.webp,true,false,,,2024-11-18 14:00:11,2025-02-04 14:00:11
MTR000128,MITRA-2026-00128,AKUN005378,ADM000206,LOK002945,JM04,AKTIF,LOKAL,Institut Pangan Berdaya,Institut Pangan Berdaya Mandiri,1351011364193,,Suhartini Rohmah,Koordinator Kemitraan,081270413098,usaha-institut-pangan-berdaya@gmail.com,"Jl. Setiabudi Kav. 95 Blok A, kantor operasional Institut Pangan Berdaya",Jawa Tengah,"Institut Pangan Berdaya mendukung UMKM melalui pendampingan konten, kelas pelatihan, klinik konsultasi pada bidang riset produk, pelatihan, pendampingan bisnis. Fokus program disesuaikan dengan kebutuhan legalitas, pemasaran, dan peningkatan kapasitas usaha.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000128.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000128.webp,true,false,,,2025-12-15 00:47:20,2026-03-02 00:47:20
MTR000129,MITRA-2026-00129,AKUN005379,ADM000082,LOK002968,JM09,AKTIF,KABUPATEN,Akselerator Klinik Bisnis Rakyat,Akselerator Klinik Bisnis Rakyat Mandiri,,13.281.352.4-078.574,Rois Pratiwi,Kepala Divisi UMKM,0899746516156,akselerator-klinik-bisnis-rakyat129@go.id,"Jl. Merpati KM 11.8, RT 01/RW 02, kantor operasional Akselerator Klinik Bisnis Rakyat",Online Nasional,"Akselerator Klinik Bisnis Rakyat membuka program kolaborasi untuk UMKM pada bidang riset produk, pemasaran dengan bentuk dukungan kelas pelatihan, kurasi produk, promosi digital, mentoring.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000129.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000129.webp,true,false,,,2024-02-19 17:48:40,2024-03-06 17:48:40
MTR000130,MITRA-2026-00130,AKUN005380,ADM000175,LOK002991,JM06,AKTIF,PROVINSI,BPR Pusat Ekspor Pemula,BPR Pusat Ekspor Pemula Mandiri,,55.190.277.5-111.712,Darsih Kusnadi,Business Development,085714496065,bpr-pusat-ekspor-pemula130@or.id,"Jl. Cemara Kav. 195 Blok F, kantor operasional BPR Pusat Ekspor Pemula",Kabupaten/Kota,"BPR Pusat Ekspor Pemula mendukung UMKM melalui pendampingan konten, pinjaman lunak, klinik konsultasi, konsultasi legal pada bidang permodalan, pendampingan bisnis. Fokus program disesuaikan dengan kebutuhan legalitas, pemasaran, dan peningkatan kapasitas usaha.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000130.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000130.webp,true,false,,,2025-03-09 08:50:26,2025-03-09 08:50:26
MTR000131,MITRA-2026-00131,AKUN005381,ADM000038,LOK003014,JM11,AKTIF,NASIONAL,Koperasi Sentra Pameran,Koperasi Sentra Pameran,9183344303289,49.311.302.6-344.816,Gita Saputra,Kepala Divisi UMKM,0855502268919,order.koperasi-sentra-pameran@ac.id,"Pasar Gede Los F-197, kantor operasional Koperasi Sentra Pameran",Nasional,"Koperasi Sentra Pameran mendukung UMKM melalui kemitraan penjualan, klinik konsultasi, akses pameran pada bidang distribusi, pemasaran. Fokus program disesuaikan dengan kebutuhan legalitas, pemasaran, dan peningkatan kapasitas usaha.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000131.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000131.webp,true,false,,,2025-06-14 06:58:35,2025-08-27 06:58:35
MTR000132,MITRA-2026-00132,AKUN005382,,LOK003037,JM09,DITOLAK,PROVINSI,Akselerator Ekspor Mandiri,Akselerator Ekspor Mandiri Mandiri,2196387223274,,Ahmad Permata,Manajer Program,089695891192,akselerator-ekspor-mandiri132@ac.id,"Jl. Diponegoro KM 13.0, RT 12/RW 03, kantor operasional Akselerator Ekspor Mandiri",Solo Raya,"Akselerator Ekspor Mandiri mendukung UMKM melalui mentoring, kurasi produk, klinik konsultasi, pendampingan konten pada bidang pendampingan bisnis, riset produk, digitalisasi. Fokus program disesuaikan dengan kebutuhan legalitas, pemasaran, dan peningkatan kapasitas usaha.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000132.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000132.webp,false,false,,,2026-04-19 01:01:21,2026-07-02 01:01:21
MTR000133,MITRA-2026-00133,AKUN005383,ADM000075,LOK003060,JM08,AKTIF,NASIONAL,PT Kemasan Kreatif,PT Kemasan Kreatif,1299578382412,33.490.240.8-269.511,Hendra Mulyani,Kepala Divisi UMKM,0853265101899,sales-pt-kemasan-kreatif@or.id,"Jl. Veteran Gang Pandan No. 26, kantor operasional PT Kemasan Kreatif",Nasional,"PT Kemasan Kreatif berperan sebagai mitra pendamping yang menyediakan konsultasi ekspor, pendampingan konten, kurasi produk bagi UMKM terkurasi.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000133.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000133.webp,true,false,,,2024-02-14 19:08:03,2024-03-17 19:08:03
MTR000134,MITRA-2026-00134,AKUN005384,ADM000248,LOK003083,JM11,AKTIF,PROVINSI,Koperasi Gerai Kurasi Produk,Koperasi Gerai Kurasi Produk,,83.371.229.9-035.001,Fajar Ungu,Manajer Program,085891294155,koperasi-gerai-kurasi-produk134@co.id,"Jl. Kenanga KM 1.1, RT 03/RW 09, kantor operasional Koperasi Gerai Kurasi Produk",Jawa-Bali,"Koperasi Gerai Kurasi Produk membuka program kolaborasi untuk UMKM pada bidang pemasaran, distribusi, permodalan dengan bentuk dukungan akses pameran, pendampingan konten.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000134.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000134.webp,true,false,,,2025-02-01 19:59:39,2025-03-08 19:59:39
MTR000135,MITRA-2026-00135,AKUN005385,ADM000245,LOK003106,JM05,AKTIF,NASIONAL,Asosiasi Akselerator Pasar Digital,Asosiasi Akselerator Pasar Digital Mandiri,1225686976265,96.181.303.1-103.714,Lestari Yusnita,PIC CSR,08522539650,order.asosiasi-akselerator-pasar-digital@go.id,"Jl. Cendana No. 179 RT 01/RW 05, kantor operasional Asosiasi Akselerator Pasar Digital",Jawa Tengah,"Asosiasi Akselerator Pasar Digital mendukung UMKM melalui akses pameran, kurasi produk, pendampingan konten pada bidang pelatihan, pemasaran, akses marketplace, pendampingan bisnis. Fokus program disesuaikan dengan kebutuhan legalitas, pemasaran, dan peningkatan kapasitas usaha.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000135.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000135.webp,true,false,,,2025-12-18 18:31:38,2026-02-06 18:31:38
MTR000136,MITRA-2026-00136,AKUN005386,ADM000127,LOK003129,JM09,AKTIF,LOKAL,Akselerator Sinergi Nusantara,Akselerator Sinergi Nusantara Mandiri,2133547627556,78.227.173.2-017.871,Andi Sulistyo,Koordinator Kemitraan,08998312696,akselerator-sinergi-nusantara.order@ac.id,"Jl. Slamet Riyadi Kav. 52 Blok C, kantor operasional Akselerator Sinergi Nusantara",Kabupaten/Kota,"Akselerator Sinergi Nusantara membuka program kolaborasi untuk UMKM pada bidang riset produk, digitalisasi, pendampingan bisnis, pemasaran dengan bentuk dukungan klinik konsultasi, kelas pelatihan, promosi digital.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000136.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000136.webp,true,false,,,2024-01-27 14:09:46,2024-03-09 14:09:46
MTR000137,MITRA-2026-00137,AKUN005387,ADM000215,LOK003152,JM04,AKTIF,KABUPATEN,Institut Keuangan Rakyat,Institut Keuangan Rakyat Mandiri,,93.206.279.3-076.077,Hana Gunawan,Koordinator Kemitraan,0855147018468,institut-keuangan-rakyat.kemitraan@go.id,"Jl. Pahlawan Kav. 44 Blok H, kantor operasional Institut Keuangan Rakyat",Solo Raya,"Institut Keuangan Rakyat mendukung UMKM melalui klinik konsultasi, pendampingan konten, kelas pelatihan pada bidang digitalisasi, riset produk. Fokus program disesuaikan dengan kebutuhan legalitas, pemasaran, dan peningkatan kapasitas usaha.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000137.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000137.webp,true,false,,,2024-07-13 07:10:51,2024-09-30 07:10:51
MTR000138,MITRA-2026-00138,AKUN005388,,LOK003175,JM01,NONAKTIF,KABUPATEN,Badan Karya Bersama,Badan Karya Bersama Mandiri,1849995074172,58.225.420.4-043.771,Vina Prabawa,Manajer Program,0853549065900,info38.badan-karya-bersama@or.id,"Jl. Setiabudi Kav. 124 Blok H, kantor operasional Badan Karya Bersama",Online Nasional,"Badan Karya Bersama mendukung UMKM melalui pendampingan konten, kelas pelatihan, konsultasi legal, kurasi produk pada bidang legalitas usaha, pendampingan bisnis, sertifikasi produk, pelatihan. Fokus program disesuaikan dengan kebutuhan legalitas, pemasaran, dan peningkatan kapasitas usaha.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000138.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000138.webp,false,false,,,2024-06-18 07:15:54,2024-07-11 07:15:54
MTR000139,MITRA-2026-00139,AKUN005389,ADM000091,LOK003198,JM12,AKTIF,NASIONAL,Lembaga Sentra Pendampingan,Lembaga Sentra Pendampingan Mandiri,9160013989320,,Mega Rahman,Business Development,082232617896,lembaga-sentra-pendampingan.order@corp.id,"Pasar Colomadu Los C-153, kantor operasional Lembaga Sentra Pendampingan",Solo Raya,"Lembaga Sentra Pendampingan membuka program kolaborasi untuk UMKM pada bidang digitalisasi, legalitas usaha, pembukuan, pelatihan dengan bentuk dukungan mentoring, kurasi produk.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000139.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000139.webp,true,false,,,2025-03-02 08:55:07,2025-03-16 08:55:07
MTR000140,MITRA-2026-00140,AKUN005390,ADM000140,LOK003221,JM03,AKTIF,LOKAL,CV Rumah Kemasan,CV Rumah Kemasan,,93.499.228.6-471.151,Fikri Hidayat,Koordinator Kemitraan,081242277370,cv-rumah-kemasan.admin@co.id,"Jl. Jambu Gang Anggrek No. 46, kantor operasional CV Rumah Kemasan",Jawa Tengah,"CV Rumah Kemasan mendukung UMKM melalui klinik konsultasi, bantuan alat, kemitraan penjualan, akses gudang pada bidang pemasaran, desain kemasan. Fokus program disesuaikan dengan kebutuhan legalitas, pemasaran, dan peningkatan kapasitas usaha.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000140.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000140.webp,true,false,,,2024-03-21 01:57:40,2024-05-16 01:57:40
