pelaku_umkm_id,akun_id,nama_pelaku,nik,no_hp,email,alamat,status_aktif,is_deleted,deleted_at,archived_at,created_at,updated_at
PLK001167,AKUN001417,Rengga Ramadhan,3317015912759505,085367823327,rengga_ramadhan.1417@mail.com,Alamat sesuai lokasi usaha Rumah Kemasan Tempe Murni Sirup,true,false,,,2024-06-23 15:05:02,2024-06-26 15:05:02
PLK001168,AKUN001418,Rohman Ryannareta,3471020509943071,08116629800,rr01418@gmail.com,Alamat sesuai lokasi usaha Sentra Rempah Nusantara Konsultasi,true,false,,,2025-07-20 22:05:27,2025-07-24 22:05:27
PLK001169,AKUN001419,Agus Yusnita,3273025106012442,08819768065,agus_yusnita.1419@outlook.com,Alamat sesuai lokasi usaha Kios Sejahtera Seragam,true,false,,,2026-01-03 14:11:49,2026-01-08 14:11:49
PLK001170,AKUN001420,Tri Fadhilah,3312016706019249,085838256054,tri-fadhilah-4140@gmail.com,Alamat sesuai lokasi usaha Warung Sinar Baru Jasa,true,false,,,2026-03-14 15:02:06,2026-03-20 15:02:06
PLK001171,AKUN001421,Intan Ramadhani,3171015805869482,0877613249383,intan-ramadhani-4157@gmail.com,Alamat sesuai lokasi usaha Bengkel Digital Kreatif Desain,true,false,,,2024-05-29 17:44:21,2024-06-05 17:44:21
PLK001172,AKUN001422,Nugroho Anjani,3171026010036876,089591874041,nugroho.01422@gmail.com,Alamat sesuai lokasi usaha Karya Oleh-Oleh Solo Jasa,true,false,,,2025-05-09 04:47:28,2025-05-17 04:47:28
PLK001173,AKUN001423,Sekar Santoso,3273010110888996,082353081862,sekar.santoso65@gmail.com,Alamat sesuai lokasi usaha Rumah Produksi Kue Tradisi Konsultasi,true,false,,,2024-11-07 23:36:41,2024-11-16 23:36:41
PLK001174,AKUN001424,Ilham Sari,3273021101692109,0811360553294,is01424@gmail.com,Alamat sesuai lokasi usaha Sanggar Makmur Brownies,true,false,,,2025-10-20 16:33:41,2025-10-30 16:33:41
PLK001175,AKUN001425,Ari Puspita,3273014702852327,081191687403,ari.01425@yahoo.co.id,Alamat sesuai lokasi usaha Lapak Rasa Nusantara Dimsum,true,false,,,2024-01-31 06:33:59,2024-02-11 06:33:59
PLK001176,AKUN001426,Suryo Aryati,3578014709961525,088817804490,sa01426@outlook.com,Alamat sesuai lokasi usaha Studio Catering Barokah Aksesori,true,false,,,2024-06-20 08:48:11,2024-07-02 08:48:11
PLK001177,AKUN001427,Darel Afifansyah,3372045008828769,08784261162,darel-afifansyah-4259@gmail.com,Alamat sesuai lokasi usaha Pawon Kue Tradisi Shampoo,true,false,,,2024-11-13 19:05:59,2024-11-26 19:05:59
PLK001178,AKUN001428,Rexy Wicaksono,3314011208796037,08584756032,rexywicaksono428@gmail.com,Alamat sesuai lokasi usaha Dapur Susu Segar Landing,true,false,,,2024-03-05 08:26:31,2024-03-19 08:26:31
PLK001179,AKUN001429,Prabowo Herlambang,3325016304746750,081161091975,prabowo.herlambang71@gmail.com,Alamat sesuai lokasi usaha Koperasi Maju Jaya Minyak,true,false,,,2024-09-21 12:06:06,2024-10-06 12:06:06
PLK001180,AKUN001430,Khairunnisa Setyowati,3312015906909223,081269389941,ks01430@gmail.com,Alamat sesuai lokasi usaha Depot Kopi Kartasura Krim,true,false,,,2024-05-23 11:57:18,2024-06-08 11:57:18
PLK001181,AKUN001431,Hafizh Asih,3372056401817164,089626362302,hafizh_asih.1431@gmail.com,Alamat sesuai lokasi usaha Galeri Batik Lestari Frozen,true,false,,,2024-06-06 12:38:36,2024-06-23 12:38:36
PLK001182,AKUN001432,Nurul Wahyuni,3317014502947267,087831388865,nurul-wahyuni-4344@bisnis.id,Alamat sesuai lokasi usaha Workshop Herbal Alami Dekorasi,true,false,,,2024-07-18 01:29:36,2024-08-05 01:29:36
PLK001183,AKUN001433,Naufan Pramono,3578025508027388,085819837565,naufan.01433@gmail.com,Alamat sesuai lokasi usaha Kedai Rempah Nusantara Wedang,true,false,,,2025-06-22 22:17:04,2025-07-11 22:17:04
PLK001184,AKUN001434,Sriyono Amin,3323011303719662,081329375312,sriyono.01434@gmail.com,Alamat sesuai lokasi usaha Toko Sejahtera Krim,true,false,,,2025-10-15 06:37:25,2025-11-04 06:37:25
PLK001185,AKUN001435,Latifah Mahardika,3317016709689610,082290053235,latifahmahardika435@gmail.com,Alamat sesuai lokasi usaha Rumah Kemasan Kopi Kartasura Minuman,true,false,,,2025-12-07 21:34:44,2025-12-28 21:34:44
PLK001186,AKUN001436,Krisna Nugraha,3273012203747874,085356066823,kn01436@gmail.com,Alamat sesuai lokasi usaha Sentra Snack Ceria Brownies,true,false,,,2026-01-21 14:57:20,2026-02-12 14:57:20
PLK001187,AKUN001437,Novi Rohmah,3322012602692614,085747776426,novi_rohmah.1437@gmail.com,Alamat sesuai lokasi usaha Kios Roti Hangat Batik,true,false,,,2024-01-03 20:11:42,2024-01-26 20:11:42
PLK001188,AKUN001438,Siti Pratiwi,3372056804803412,082334401748,siti-pratiwi-4446@gmail.com,Alamat sesuai lokasi usaha Warung Kue Tradisi Scarf,true,false,,,2024-05-09 04:51:35,2024-06-02 04:51:35
PLK001189,AKUN001439,Yusuf Kusnadi,3471026009896450,081225435608,yusuf.01439@gmail.com,Alamat sesuai lokasi usaha Bengkel Eco Craft Vas,true,false,,,2025-09-08 00:58:12,2025-10-03 00:58:12
PLK001190,AKUN001440,Rizky Saputra,3311014408704929,0813242171638,rizky.01440@gmail.com,Alamat sesuai lokasi usaha Karya Maju Jaya Wedang,true,false,,,2024-10-18 06:34:04,2024-11-13 06:34:04
PLK001191,AKUN001441,Maya Permata,3317010212886667,0858159523798,mayapermata441@gmail.com,Alamat sesuai lokasi usaha Rumah Produksi Tani Muda Face,true,false,,,2025-06-27 04:45:24,2025-07-24 04:45:24
PLK001192,AKUN001442,Rafi Haunan,3372011501689860,0899545801981,rafi.01442@gmail.com,Alamat sesuai lokasi usaha Sanggar Oleh-Oleh Solo Produk,true,false,,,2026-04-02 12:46:11,2026-04-30 12:46:11
PLK001193,AKUN001443,Mila Hylmi,3314010908956523,081122859355,mila-hylmi-4531@icloud.com,Alamat sesuai lokasi usaha Lapak Tempe Murni Kemeja,true,false,,,2024-12-07 14:20:26,2025-01-05 14:20:26
PLK001194,AKUN001444,Rangga Lahadalia,3171026608745550,085525742918,rangga.lahadalia86@gmail.com,Alamat sesuai lokasi usaha Studio Berkah Minyak,true,false,,,2025-08-05 19:15:16,2025-09-04 19:15:16
PLK001195,AKUN001445,Hanif Syahputra,3327016302776714,089660010493,hanif-syahputra-4565@gmail.com,Alamat sesuai lokasi usaha Pawon Sejahtera Sandal,true,false,,,2025-01-19 23:35:19,2025-02-19 23:35:19
PLK001196,AKUN001446,Nisa Susanti,3327010806881586,08122252075,nisa-susanti-4582@gmail.com,Alamat sesuai lokasi usaha Dapur Kriya Indah Krupuk,true,false,,,2024-11-12 09:59:36,2024-12-14 09:59:36
PLK001197,AKUN001447,Yoeke Rachman,3313014612906088,085773981261,yoekerachman447@gmail.com,Alamat sesuai lokasi usaha Koperasi Digital Kreatif Brownies,true,false,,,2024-09-01 14:29:25,2024-10-04 14:29:25
PLK001198,AKUN001448,Lolo Utami,3372026311005860,0852204086137,lu01448@gmail.com,Alamat sesuai lokasi usaha Depot Roti Hangat Desain,true,false,,,2024-08-17 00:41:37,2024-09-20 00:41:37
PLK001199,AKUN001449,Najma Setiawan,3372044804828228,085381242730,najmasetiawan449@gmail.com,Alamat sesuai lokasi usaha Galeri Kue Tradisi Paket,true,false,,,2025-12-21 04:28:20,2026-01-25 04:28:20
PLK001200,AKUN001450,Taufik Fauzi,3471021107735180,089645736179,taufikfauzi450@gmail.com,Alamat sesuai lokasi usaha Workshop Sinar Baru Aromaterapi,true,false,,,2024-01-29 23:48:56,2024-03-05 23:48:56
PLK001201,AKUN001451,Ratna Pertiwi,3372016407684414,0899438592700,rp01451@gmail.com,Alamat sesuai lokasi usaha Kedai Maju Jaya Paket,true,false,,,2025-03-20 01:45:00,2025-04-26 01:45:00
PLK001202,AKUN001452,Salma Herfina,3171011001871189,0855880540797,salmaherfina452@gmail.com,Alamat sesuai lokasi usaha Toko Tani Muda Krupuk,true,false,,,2024-09-16 12:31:35,2024-10-24 12:31:35
PLK001203,AKUN001453,Sulastri Hermawan,3322015708961251,081330670786,sh01453@gmail.com,Alamat sesuai lokasi usaha Rumah Kemasan Rajut Cantik Template,true,false,,,2026-05-10 23:58:38,2026-06-18 23:58:38
PLK001204,AKUN001454,Mardiyah Hakim,3372036711744797,089766104774,mh01454@icloud.com,Alamat sesuai lokasi usaha Sentra Bumi Pangan Produk,true,false,,,2026-01-15 01:44:48,2026-02-24 01:44:48
PLK001205,AKUN001455,Suyatno Maharani,3314011903975028,085572048176,suyatno-maharani-4735@gmail.com,Alamat sesuai lokasi usaha Kios Maju Jaya Susu,true,false,,,2026-02-12 09:59:27,2026-03-25 09:59:27
PLK001206,AKUN001456,Puspita Prasetyo,3471011005882455,087798590590,puspita.prasetyo1@gmail.com,Alamat sesuai lokasi usaha Warung Sejahtera Jasa,true,false,,,2025-06-21 03:53:29,2025-08-02 03:53:29
PLK001207,AKUN001457,Anisa Purnomo,3273020901904196,087725207296,anisapurnomo457@gmail.com,Alamat sesuai lokasi usaha Bengkel Kopi Kartasura Kotak,true,false,,,2026-03-27 00:07:23,2026-05-09 00:07:23
PLK001208,AKUN001458,Rina Anwar,3372042410815228,081365579381,ra01458@gmail.com,Alamat sesuai lokasi usaha Karya Digital Kreatif Laundry,true,false,,,2024-07-13 02:12:54,2024-08-26 02:12:54
PLK001209,AKUN001459,Dian Astuti,3327010207924934,085772805706,dian.01459@bisnis.id,Alamat sesuai lokasi usaha Rumah Produksi Pasar Rakyat Perlengkapan,true,false,,,2024-03-10 13:50:40,2024-04-24 13:50:40
PLK001210,AKUN001460,Bayu Artanti,3325014211721099,088123082099,bayu_artanti.1460@yahoo.co.id,Alamat sesuai lokasi usaha Sanggar Bumi Pangan Kemeja,true,false,,,2025-06-28 16:28:46,2025-08-13 16:28:46
PLK001211,AKUN001461,Kartika Cahyono,3273021512938640,085195014178,kartika.01461@bisnis.id,Alamat sesuai lokasi usaha Lapak Sinar Baru Katalog,false,false,,,2024-06-02 07:03:22,2024-07-19 07:03:22
PLK001212,AKUN001462,Galih Mutmainah,3171024802797090,081383738823,galih.01462@outlook.com,Alamat sesuai lokasi usaha Studio Kriya Indah Lilin,true,false,,,2026-05-05 17:12:18,2026-06-22 17:12:18
PLK001213,AKUN001463,Miftah Kusumawati,3313012201684296,089874495286,mk01463@umkm.id,Alamat sesuai lokasi usaha Pawon Roti Hangat Desain,true,false,,,2026-01-28 23:03:08,2026-03-18 23:03:08
PLK001214,AKUN001464,Fauzan Nuraini,3372010401825978,08584185020,fauzan-nuraini-4888@icloud.com,Alamat sesuai lokasi usaha Dapur Eco Craft Sabun,true,false,,,2025-10-26 04:12:53,2025-12-15 04:12:53
PLK001215,AKUN001465,Annisa Nugroho,3313010201978043,085854063385,annisa-nugroho-4905@gmail.com,Alamat sesuai lokasi usaha Koperasi Sejahtera Aneka,true,false,,,2024-12-07 05:16:00,2025-01-27 05:16:00
PLK001216,AKUN001466,Lois Ningsih,3317016206951369,088123371957,lois_ningsih.1466@gmail.com,Alamat sesuai lokasi usaha Depot Kriya Indah Bundling,true,false,,,2026-03-02 19:18:45,2026-04-23 19:18:45
PLK001217,AKUN001467,Satria Fitriani,3317012507031094,089925663803,satria.fitriani12@gmail.com,Alamat sesuai lokasi usaha Galeri Kopi Kartasura Sirup,true,false,,,2024-09-24 18:18:33,2024-11-16 18:18:33
PLK001218,AKUN001468,Bahlil Azarel,3372030710057961,087824982325,bahlil.01468@outlook.com,Alamat sesuai lokasi usaha Workshop Rajut Cantik Minyak,true,false,,,2024-04-14 12:51:01,2024-06-07 12:51:01
PLK001219,AKUN001469,Rizal Pangestu,3322016304057299,089729763049,rp01469@gmail.com,Alamat sesuai lokasi usaha Kedai Susu Segar Body,true,false,,,2025-05-07 06:26:11,2025-07-01 06:26:11
PLK001220,AKUN001470,Gilang Maryati,3372016409957379,0857976513815,gm01470@gmail.com,Alamat sesuai lokasi usaha Toko Karya Ibu Kain,true,false,,,2024-01-15 08:41:08,2024-03-11 08:41:08
PLK001221,AKUN001471,Ayu Sutrisno,3312015001783224,088188734319,ayusutrisno471@outlook.com,Alamat sesuai lokasi usaha Rumah Kemasan Bumi Pangan Jasa,true,false,,,2025-07-18 12:37:36,2025-09-13 12:37:36
PLK001222,AKUN001472,Rendra Prakoso,3578024106896282,088233727285,rendra-prakoso-5024@gmail.com,Alamat sesuai lokasi usaha Sentra Kriya Indah Bakpia,true,false,,,2026-03-16 19:26:40,2026-05-13 19:26:40
PLK001223,AKUN001473,Titin Lestari,3273015704778000,0822114674184,titinlestari473@gmail.com,Alamat sesuai lokasi usaha Kios Digital Kreatif Krupuk,true,false,,,2026-04-15 09:19:03,2026-06-13 09:19:03
PLK001224,AKUN001474,Khusnul Maulana,3327011410733921,081350492523,khusnul.01474@gmail.com,Alamat sesuai lokasi usaha Warung Rempah Nusantara Beras,true,false,,,2024-03-23 00:53:29,2024-05-22 00:53:29
PLK001225,AKUN001475,Wulan Mulyani,3578011105814860,085572306157,wulan_mulyani.1475@gmail.com,Alamat sesuai lokasi usaha Bengkel Eco Craft Pempek,true,false,,,2024-09-14 01:32:34,2024-11-14 01:32:34
PLK001226,AKUN001476,Mursid Ungu,3578021012774096,0858904502875,mursid_ungu.1476@gmail.com,Alamat sesuai lokasi usaha Karya Pasar Rakyat Jasa,true,false,,,2026-03-24 01:49:59,2026-05-25 01:49:59
PLK001227,AKUN001477,Nur Subianto,3372020805825869,0881151750791,nur.01477@gmail.com,Alamat sesuai lokasi usaha Rumah Produksi Rasa Nusantara Kue,true,false,,,2026-04-04 06:27:54,2026-06-06 06:27:54
PLK001228,AKUN001478,Putri Ramdani,3273025504726119,085899116852,pr01478@gmail.com,Alamat sesuai lokasi usaha Sanggar Roti Hangat Masker,true,false,,,2024-07-08 03:49:03,2024-09-10 03:49:03
PLK001229,AKUN001479,Aulia Wulandari,3313011604743612,088845185525,aulia-wulandari-5143@gmail.com,Alamat sesuai lokasi usaha Lapak Rajut Cantik Bumbu,true,false,,,2025-04-21 12:00:02,2025-06-25 12:00:02
PLK001230,AKUN001480,Teguh Pawestri,3372030701916361,08824837791,teguh_pawestri.1480@gmail.com,Alamat sesuai lokasi usaha Studio Pasar Rakyat Susu,true,false,,,2025-01-02 07:18:20,2025-03-09 07:18:20
PLK001231,AKUN001481,Kirana Wibowo,3171024610706040,08135780044,kirana.wibowo26@gmail.com,Alamat sesuai lokasi usaha Pawon Berkah Frozen,true,false,,,2024-06-13 10:45:09,2024-08-19 10:45:09
PLK001232,AKUN001482,Dimas Rahmawati,3471025504927631,0858145682208,dimas.01482@gmail.com,Alamat sesuai lokasi usaha Dapur Mandiri Lumpia,true,false,,,2024-08-11 04:25:01,2024-10-18 04:25:01
PLK001233,AKUN001483,Aditya Suryani,3372010411808053,087889086774,as01483@gmail.com,Alamat sesuai lokasi usaha Koperasi Batik Lestari Seragam,true,false,,,2025-10-27 01:04:54,2026-01-04 01:04:54
PLK001234,AKUN001484,Naila Hapsari,3372032004763101,08535654905,nailahapsari484@mail.com,Alamat sesuai lokasi usaha Depot Catering Barokah Sepatu,true,false,,,2025-04-11 06:43:41,2025-06-20 06:43:41
PLK001235,AKUN001485,Reza Akmalin,3578014311747683,085523983874,reza.01485@gmail.com,Alamat sesuai lokasi usaha Galeri Rempah Nusantara Serundeng,true,false,,,2026-03-03 10:05:57,2026-05-13 10:05:57
PLK001236,AKUN001486,Raihan Sulistyo,3471010106746895,085267718029,rs01486@yahoo.co.id,Alamat sesuai lokasi usaha Workshop Sejahtera Serum,true,false,,,2024-01-02 00:27:51,2024-03-14 00:27:51
PLK001237,AKUN001487,Viola Gunawan,3316016207982717,085553266506,violagunawan487@gmail.com,Alamat sesuai lokasi usaha Kedai Sejahtera Tempat,true,false,,,2025-01-01 01:31:52,2025-03-15 01:31:52
PLK001238,AKUN001488,Aisyah Prabawa,3313015811793316,082153128984,aisyah-prabawa-5296@gmail.com,Alamat sesuai lokasi usaha Toko Kriya Indah Kotak,true,false,,,2024-02-21 03:55:37,2024-05-05 03:55:37
PLK001239,AKUN001489,Sofyan Rahman,3578011101688074,082241080907,sofyanrahman489@yahoo.co.id,Alamat sesuai lokasi usaha Rumah Kemasan Roti Hangat Jasa,true,false,,,2024-01-18 04:43:48,2024-04-02 04:43:48
PLK001240,AKUN001490,Sri Hidayat,3322015306686948,089747536276,sh01490@gmail.com,Alamat sesuai lokasi usaha Sentra Kue Tradisi Snack,true,false,,,2024-08-02 17:05:37,2024-10-17 17:05:37
PLK001241,AKUN001491,Tania Cahyani,3315010405883146,087745819599,tania.cahyani36@mail.com,Alamat sesuai lokasi usaha Kios Pasar Rakyat Frozen,true,false,,,2024-01-31 22:37:53,2024-04-17 22:37:53
PLK001242,AKUN001492,Suhartini Basuki,3372032812839442,0857546578220,sb01492@gmail.com,Alamat sesuai lokasi usaha Warung Maju Jaya Aneka,true,false,,,2024-05-09 12:01:10,2024-07-26 12:01:10
PLK001243,AKUN001493,Rois Manggala,3325012312702770,085649822366,roismanggala493@gmail.com,Alamat sesuai lokasi usaha Bengkel Mandiri Laundry,true,false,,,2026-02-23 02:58:04,2026-05-13 02:58:04
PLK001244,AKUN001494,Darsih Kusuma,3372054207794279,088228334063,darsih-kusuma-5398@gmail.com,Alamat sesuai lokasi usaha Karya Batik Lestari Jasa,true,false,,,2024-06-08 03:08:01,2024-08-27 03:08:01
PLK001245,AKUN001495,Gita Azzahra,3312015208059743,08784878625,gita-azzahra-5415@gmail.com,Alamat sesuai lokasi usaha Rumah Produksi Tempe Murni Video,true,false,,,2025-09-03 21:33:26,2025-11-23 21:33:26
PLK001246,AKUN001496,Ahmad Anggraini,3372045212867484,0898719536383,ahmad_anggraini.1496@gmail.com,Alamat sesuai lokasi usaha Sanggar Makmur Paket,true,false,,,2025-10-07 20:33:25,2025-12-28 20:33:25
PLK001247,AKUN001497,Hendra Wijayanti,3471020507014164,0899498877555,hendra.wijayanti42@gmail.com,Alamat sesuai lokasi usaha Lapak Sejahtera Abon,true,false,,,2025-11-24 00:43:56,2026-02-15 00:43:56
PLK001248,AKUN001498,Fajar Handayani,3325012103688076,087899645675,fajarhandayani498@outlook.com,Alamat sesuai lokasi usaha Studio Kriya Indah Desain,true,false,,,2024-12-06 19:06:00,2025-02-28 19:06:00
PLK001249,AKUN001499,Lestari Wijaya,3471015405849685,08814842534,lestari.wijaya44@gmail.com,Alamat sesuai lokasi usaha Pawon Snack Ceria Konsultasi,true,false,,,2024-08-30 21:38:56,2024-11-23 21:38:56
PLK001250,AKUN001500,Andi Amalia,3273016304949736,085734544237,andiamalia500@bisnis.id,Alamat sesuai lokasi usaha Dapur Oleh-Oleh Solo Kue,true,false,,,2024-12-04 07:53:35,2025-02-28 07:53:35
PLK001251,AKUN001501,Hana Ade,3372030510753570,0897865519620,hana.ade46@gmail.com,Alamat sesuai lokasi usaha Koperasi Bumi Pangan Sari,true,false,,,2025-02-25 04:39:12,2025-05-23 04:39:12
PLK001252,AKUN001502,Vina Syakira,3325015609746316,08825915085,vs01502@gmail.com,Alamat sesuai lokasi usaha Depot Makmur Snack,true,false,,,2026-03-08 12:12:17,2026-06-04 12:12:17
PLK001253,AKUN001503,Mega Fauziah,3372040510972362,085887597471,megafauziah503@gmail.com,Alamat sesuai lokasi usaha Galeri Rasa Nusantara Sirup,true,false,,,2024-07-02 23:43:46,2024-09-29 23:43:46
PLK001254,AKUN001504,Fikri Widodo,3273011406821109,082293066836,fikri_widodo.1504@mail.com,Alamat sesuai lokasi usaha Workshop Roti Hangat Lip,true,false,,,2025-01-14 22:07:57,2025-04-14 22:07:57
PLK001255,AKUN001505,Rambat Haryanto,3316010307995481,085510963130,rh01505@gmail.com,Alamat sesuai lokasi usaha Kedai Kue Tradisi Susu,true,false,,,2024-12-05 10:53:51,2025-03-06 10:53:51
PLK001256,AKUN001506,Prayuda Kurniawan,3171025204786002,08957959536,prayudakurniawan506@gmail.com,Alamat sesuai lokasi usaha Toko Pasar Rakyat Telur,true,false,,,2025-06-14 05:03:41,2025-09-14 05:03:41
PLK001257,AKUN001507,Dhea Firmansyah,3311010811055171,089938832082,dhea.01507@gmail.com,Alamat sesuai lokasi usaha Rumah Kemasan Pasar Rakyat Anyaman,true,false,,,2024-09-30 21:49:09,2025-01-01 21:49:09
PLK001258,AKUN001508,Yoga Ramadhan,3372032108965744,0855229895495,yr01508@gmail.com,Alamat sesuai lokasi usaha Sentra Mandiri Seragam,true,false,,,2025-03-04 17:44:21,2025-06-06 17:44:21
PLK001259,AKUN001509,Yuni Ryannareta,3372026707959149,0813123287111,yuni.01509@outlook.com,Alamat sesuai lokasi usaha Kios Batik Lestari Snack,true,false,,,2025-04-24 10:10:26,2025-07-28 10:10:26
PLK001260,AKUN001510,Febri Yusnita,3327014204743697,085555712692,febri_yusnita.1510@gmail.com,Alamat sesuai lokasi usaha Warung Herbal Alami Hiasan,true,false,,,2024-09-30 09:14:31,2025-01-04 09:14:31
PLK001261,AKUN001511,Adit Fadhilah,3372030111847246,089960385132,aditfadhilah511@gmail.com,Alamat sesuai lokasi usaha Bengkel Rempah Nusantara Lumpia,false,false,,,2025-04-11 00:35:54,2025-04-11 00:35:54
PLK001262,AKUN001512,Endang Ramadhani,3316015511017172,088854362579,endang_ramadhani.1512@yahoo.co.id,Alamat sesuai lokasi usaha Karya Sejahtera Sayur,true,false,,,2025-10-16 07:55:39,2025-10-17 07:55:39
PLK001263,AKUN001513,Mujiono Anjani,3317012402806915,087727465755,mujiono-anjani-5721@outlook.com,Alamat sesuai lokasi usaha Rumah Produksi Sinar Baru Sirup,true,false,,,2024-05-23 04:44:11,2024-05-25 04:44:11
PLK001264,AKUN001514,Devi Santoso,3471011303796529,081351169020,devisantoso514@mail.com,Alamat sesuai lokasi usaha Sanggar Snack Ceria Abon,true,false,,,2024-07-13 20:36:14,2024-07-16 20:36:14
PLK001265,AKUN001515,Syifa Sari,3273021802913910,089624623585,syifa.sari60@gmail.com,Alamat sesuai lokasi usaha Lapak Tani Muda Konsultasi,true,false,,,2024-03-17 23:21:13,2024-03-21 23:21:13
PLK001266,AKUN001516,Dewi Puspita,3311010303844665,085720384227,dewi.puspita61@gmail.com,Alamat sesuai lokasi usaha Studio Kue Tradisi Serundeng,true,false,,,2024-04-14 08:43:15,2024-04-19 08:43:15
PLK001267,AKUN001517,Wahyu Aryati,3372030204973984,089621361430,wahyu.aryati62@gmail.com,Alamat sesuai lokasi usaha Pawon Pasar Rakyat Sirup,true,false,,,2025-03-15 11:41:08,2025-03-21 11:41:08
PLK001268,AKUN001518,Farhan Afifansyah,3322011011797626,088154166157,farhanafifansyah518@gmail.com,Alamat sesuai lokasi usaha Dapur Kriya Indah Paket,true,false,,,2024-05-04 22:52:10,2024-05-11 22:52:10
PLK001269,AKUN001519,Salsa Wicaksono,3578010808844838,08527296984,salsa_wicaksono.1519@gmail.com,Alamat sesuai lokasi usaha Koperasi Kopi Kartasura Kopi,true,false,,,2024-08-07 18:20:50,2024-08-15 18:20:50
PLK001270,AKUN001520,Bagus Herlambang,3311014706947794,081358842502,bh01520@outlook.com,Alamat sesuai lokasi usaha Depot Batik Lestari Servis,true,false,,,2025-07-11 01:19:52,2025-07-20 01:19:52
PLK001271,AKUN001521,Niken Setyowati,3312015607745751,088846111253,niken_setyowati.1521@gmail.com,Alamat sesuai lokasi usaha Galeri Tempe Murni Aneka,true,false,,,2025-04-03 05:33:02,2025-04-13 05:33:02
PLK001272,AKUN001522,Dinda Asih,3578025409931108,081228643846,dindaasih522@gmail.com,Alamat sesuai lokasi usaha Workshop Karya Ibu Bumbu,true,false,,,2024-03-11 12:49:24,2024-03-22 12:49:24
PLK001273,AKUN001523,Pram Wahyuni,3372022801844864,089969273532,pram.wahyuni68@gmail.com,Alamat sesuai lokasi usaha Kedai Rasa Nusantara Paket,true,false,,,2025-08-30 11:09:14,2025-09-11 11:09:14
PLK001274,AKUN001524,Adeliya Pramono,3372032305037518,088175953076,adeliya-pramono-5908@gmail.com,Alamat sesuai lokasi usaha Toko Mandiri Tas,true,false,,,2024-07-05 07:54:32,2024-07-18 07:54:32
PLK001275,AKUN001525,Jonnathan Amin,3372054705925403,0881404325811,jonnathan-amin-5925@gmail.com,Alamat sesuai lokasi usaha Rumah Kemasan Catering Barokah Beras,true,false,,,2024-07-19 00:27:23,2024-08-02 00:27:23
PLK001276,AKUN001526,Meiva Mahardika,3273025205728697,085237629554,meiva.mahardika71@gmail.com,Alamat sesuai lokasi usaha Sentra Oleh-Oleh Solo Aplikasi,true,false,,,2025-07-10 11:22:57,2025-07-25 11:22:57
PLK001277,AKUN001527,Zahra Nugraha,3311014604867936,089552018250,zahra.nugraha72@umkm.id,Alamat sesuai lokasi usaha Kios Eco Craft Kain,true,false,,,2025-05-23 12:04:20,2025-06-08 12:04:20
PLK001278,AKUN001528,Irfan Rohmah,3372016009822229,085115062705,irfan.rohmah73@icloud.com,Alamat sesuai lokasi usaha Warung Makmur Hijab,true,false,,,2024-05-25 22:50:19,2024-06-11 22:50:19
PLK001279,AKUN001529,Retno Pratiwi,3273011407747465,089791906875,retno.pratiwi74@gmail.com,Alamat sesuai lokasi usaha Bengkel Snack Ceria Gula,true,false,,,2025-09-19 11:15:41,2025-10-07 11:15:41
PLK001280,AKUN001530,Naufal Kusnadi,3471020812806378,085618435030,naufal_kusnadi.1530@gmail.com,Alamat sesuai lokasi usaha Karya Tani Muda Template,true,false,,,2025-08-08 00:34:45,2025-08-27 00:34:45
PLK001281,AKUN001531,Joko Saputra,3372034703746642,0821606519586,joko.saputra76@gmail.com,Alamat sesuai lokasi usaha Rumah Produksi Rempah Nusantara Paket,true,false,,,2025-08-22 23:35:34,2025-09-11 23:35:34
PLK001282,AKUN001532,Halimah Permata,3316015910884335,085121666748,halimahpermata532@gmail.com,Alamat sesuai lokasi usaha Sanggar Susu Segar Bumbu,true,false,,,2025-06-01 10:05:27,2025-06-22 10:05:27
PLK001283,AKUN001533,Yuliana Haunan,3322011505907068,0899472321514,yuliana_haunan.1533@gmail.com,Alamat sesuai lokasi usaha Lapak Berkah Kopi,true,false,,,2024-02-15 01:42:37,2024-03-08 01:42:37
PLK001284,AKUN001534,Nuraini Hylmi,3313010711028925,0823113768881,nurainihylmi534@umkm.id,Alamat sesuai lokasi usaha Studio Mandiri Desain,true,false,,,2024-02-25 14:35:30,2024-03-19 14:35:30
PLK001285,AKUN001535,Budi Lahadalia,3322011503949945,082326405295,budilahadalia535@gmail.com,Alamat sesuai lokasi usaha Pawon Herbal Alami Sambal,true,false,,,2024-02-24 18:32:07,2024-03-19 18:32:07
PLK001286,AKUN001536,Fitri Syahputra,3315011210028711,089823047900,fitri_syahputra.1536@gmail.com,Alamat sesuai lokasi usaha Dapur Digital Kreatif Desain,true,false,,,2025-08-09 12:57:21,2025-09-03 12:57:21
PLK001287,AKUN001537,Nadia Susanti,3273022706895999,085373682029,ns01537@gmail.com,Alamat sesuai lokasi usaha Koperasi Rempah Nusantara Wedang,true,false,,,2024-04-06 07:50:34,2024-05-02 07:50:34
PLK001288,AKUN001538,Arif Rachman,3372034205978324,08959181605,arif.rachman83@yahoo.co.id,Alamat sesuai lokasi usaha Depot Bumi Pangan Kacang,true,false,,,2025-11-12 19:50:38,2025-12-09 19:50:38
