akun_id,peran_id,nama_lengkap,email,no_hp,password_hash,status_aktif,email_verified_at,last_login_at,created_at,updated_at
AKUN001380,UMKM,Dewi Sutrisno,dewi_sutrisno.1380@outlook.com,087795592941,sha256$e8Po6F5uOkE5z6Isl7YPGA$6b0aa3e6477829133edfb02fb282754dbf8639d89b1f7cecead0e739b1586c6c,true,2025-04-06 19:35:34,,2025-04-05 09:35:34,2025-04-05 09:35:34
AKUN001381,UMKM,Wahyu Prakoso,wahyuprakoso381@icloud.com,082275716009,sha256$qu8npaGfzJlX0LYwuufUVw$8a5ee7de6cd5c272440b094a717d71e45c6e118bfffd9d35d5d6037a8dfc7ae3,true,2024-04-02 13:12:59,2024-06-17 16:24:27,2024-04-01 03:12:59,2024-06-17 16:24:27
AKUN001382,UMKM,Farhan Lestari,fl01382@outlook.com,085537785598,sha256$JmpXXJT1l275syN3lHnjXQ$5f46c5f90800430d5132b57358fd3571dddbee2112bca0bcb04db1a51599c1a8,true,2025-05-25 04:00:35,2025-08-31 05:44:14,2025-05-23 04:00:35,2025-08-31 05:44:14
AKUN001383,UMKM,Salsa Maulana,salsa-maulana-3511@outlook.com,088136674932,sha256$1iklIJIXe1TnCVem489tvQ$54f83d4afb9f95941239ebe533f0c4e25ef46e2100d37e63916143de73610366,true,2025-03-24 19:24:16,2025-12-11 21:50:36,2025-03-22 19:24:16,2025-12-11 21:50:36
AKUN001384,UMKM,Bagus Mulyani,bagus.01384@outlook.com,08773013041,sha256$7Y_Gi70NxXlsPD0QfDZk9g$f4064c8f9c19835ab85aac40d3e28976ca80cc04cd6f6417d46f896c48c2fc35,true,2025-03-07 05:01:42,2025-09-11 08:24:52,2025-03-03 15:01:42,2025-09-11 08:24:52
AKUN001385,UMKM,Niken Ungu,nikenungu385@outlook.com,08884407841,sha256$hxX3cz2_mDsAHjlwmPBKeA$6aeffa800297d294b1007c2df58772870b8fcaec4927d593ca574080e0828054,true,2026-03-14 12:32:50,2026-05-30 08:47:09,2026-03-12 11:32:50,2026-05-30 08:47:09
AKUN001386,UMKM,Dinda Subianto,dinda_subianto.1386@umkm.id,08515301830,sha256$3YtUHhOnsm5gHT2z0j-LJA$a6027fa8ef9014603553ec866fb52c1f2e13941339306e268a9139d1aa03de59,true,2024-01-08 15:35:02,2024-08-23 04:11:51,2024-01-07 23:35:02,2024-08-23 04:11:51
AKUN001387,UMKM,Pram Ramdani,pram-ramdani-3579@outlook.com,085671799489,sha256$yP_yd6wVV7VaPz8McJEGMA$2f20a8609f903b86df758404cbd39cfc168dde08479361553d4ad9749108fc01,true,2025-06-22 09:57:11,2026-01-02 03:09:12,2025-06-19 02:57:11,2026-01-02 03:09:12
AKUN001388,UMKM,Adeliya Wulandari,adeliya.wulandari30@yahoo.co.id,085781545093,sha256$-9Bq9txt8Kxhyas5kzlqyg$63a1b48e45e637621255443531a473f1bc2da24e72349c2eb1259af9d25c5082,true,2026-05-07 03:54:12,2026-05-31 21:23:13,2026-05-06 03:54:12,2026-05-31 21:23:13
AKUN001389,UMKM,Jonnathan Pawestri,jp01389@yahoo.co.id,081275083759,sha256$gfiq_CghqjO8QpGp7F1ZZw$55226816a769df43aac57ce94d1980c9cb7c0cef6e665c8510f7dcc8c808a83a,true,2024-08-03 04:48:04,2025-08-22 22:45:43,2024-07-30 08:48:04,2025-08-22 22:45:43
AKUN001390,UMKM,Meiva Wibowo,meiva.01390@outlook.com,082245496596,sha256$az-81gANgX9lDS5fyH98Jw$99b29e100d69e36c5b730f26ed17916b3c3d0e9d0120f2d3c3a725e28ab61582,true,2025-04-29 00:03:33,2025-10-25 17:58:26,2025-04-28 13:03:33,2025-10-25 17:58:26
AKUN001391,UMKM,Zahra Rahmawati,zahrarahmawati391@gmail.com,087884450089,sha256$DBWIkTyMY8_pdjQFCDsZhA$0c986116adcc8c676bb9ed5d3699c5d30a50028746e07abb42506be1d66858f0,true,2024-04-09 05:51:42,,2024-04-08 06:51:42,2024-04-08 06:51:42
AKUN001392,UMKM,Irfan Suryani,irfan-suryani-3664@gmail.com,082214362459,sha256$OQDDiMtm-Kx7c8tsHuS04A$773d36115fcaddb609236aff7f4fe835d1dc76f602d88cea66fc2faa126291d7,true,2024-03-21 13:51:59,2024-05-05 13:40:21,2024-03-20 12:51:59,2024-05-05 13:40:21
AKUN001393,UMKM,Retno Hapsari,retnohapsari393@gmail.com,0853596497757,sha256$ZkplW6i7iDc91KvpP6bDmQ$722234803c8fe24ec5285e819f851d447a315b8995bec5e270f35bae8dad836f,true,2024-06-08 14:51:20,2024-10-03 11:44:37,2024-06-05 03:51:20,2024-10-03 11:44:37
AKUN001394,UMKM,Naufal Akmalin,naufal_akmalin.1394@yahoo.co.id,0853113397398,sha256$bRHiT59kiv3TV5ClYCNGbA$b776d67711366146da0d7af0da4cfefd218a34cd61e359e03b333b9907b37ca3,true,2026-03-13 03:35:40,2026-04-08 22:22:58,2026-03-10 00:35:40,2026-04-08 22:22:58
AKUN001395,UMKM,Joko Sulistyo,joko.01395@outlook.com,08223940310,sha256$_LtEn2Yrfn1tBNOa_2DtrA$9a8bac036b51b84d8890c777c4fcb403fa31d47dc9df777c81b2e94311f5caff,true,2025-07-22 18:46:23,2026-04-05 17:29:15,2025-07-20 13:46:23,2026-04-05 17:29:15
AKUN001396,UMKM,Halimah Gunawan,halimah.01396@gmail.com,089523435258,sha256$_Q7YqNNQGvNPhzK5MwCYtg$c042c5ccdbf80624992c8de96df275299289856d48db39687046b7eaa930cb48,true,,2025-08-28 08:54:59,2025-08-15 08:00:22,2025-08-28 08:54:59
AKUN001397,UMKM,Yuliana Prabawa,yuliana.01397@icloud.com,08779237731,sha256$SBd8qklLTZlPD50Zqjn5Tw$1d7990614b49c24f4bbf6dd3eab52f4727f95e5fdcd3c052310acb104f285cc0,true,2024-01-25 21:19:42,2024-07-23 21:06:59,2024-01-22 22:19:42,2024-07-23 21:06:59
AKUN001398,UMKM,Nuraini Rahman,nuraini-rahman-3766@icloud.com,085547191922,sha256$HJiIv-8iFKfxgGB6JfoWZQ$74cc424586150772b95bb0629721bca436ee40a166e0bc7eaa055444de03dc69,true,2024-03-23 09:24:12,,2024-03-19 12:24:12,2024-03-19 12:24:12
AKUN001399,UMKM,Budi Hidayat,budi.01399@yahoo.co.id,082320469433,sha256$XNH1iuM_9G_8g1y-MFRtCw$7df48c217d05d20c9fcdb51930433371001436ec22ad79bcc51f25fad2bfc0b0,true,2024-05-21 15:37:18,2025-05-01 21:48:24,2024-05-19 05:37:18,2025-05-01 21:48:24
AKUN001400,UMKM,Fitri Cahyani,fitri_cahyani.1400@outlook.com,0878734342201,sha256$sEefVyU7sCeGdPSMeMRetA$c5a7d8940f30cd3e00c14f34d46f81d2036cc73f0abbb0dd2cf319d7f00e232b,true,2024-11-07 18:33:39,,2024-11-04 10:33:39,2024-11-04 10:33:39
AKUN001401,UMKM,Nadia Basuki,nadia.basuki43@mail.com,08972215142,sha256$cg8J18bavyhTxTQGLYj8iQ$acd41cccbe309f3e77defadc7356f8f52416b4751b9eed331027b292e567662d,true,2025-05-18 13:50:14,2026-03-12 05:13:00,2025-05-15 03:50:14,2026-03-12 05:13:00
AKUN001402,UMKM,Arif Manggala,am01402@gmail.com,085227323075,sha256$OZ1rRO7XHoIDcGAFydjsaw$b14b5d6c750c890eb562567ea926e6e1899f35369f7577c32837a042ce4d0ae1,true,2024-02-22 13:17:03,2025-12-06 18:08:20,2024-02-18 20:17:03,2025-12-06 18:08:20
AKUN001403,UMKM,Rahayu Kusuma,rahayu.01403@mail.com,087874371310,sha256$QFUju8F72xEzmO9syD6oBg$9169ab7af0f01408b17a81ebc65ea89c3fbb5b8f7c828cc241fe76137ff09a75,true,2025-11-16 20:15:03,2026-02-21 10:31:19,2025-11-16 18:15:03,2026-02-21 10:31:19
AKUN001404,UMKM,Rifqi Azzahra,rifqiazzahra404@mail.com,089980927472,sha256$Y2su827i8OjmzbgqL_hlBA$2cbef153143c54dbe595588496999a6711ab21e0c30d70a4aa1470b42beeee57,true,2025-09-09 05:52:02,,2025-09-06 06:52:02,2025-09-06 06:52:02
AKUN001405,UMKM,Citra Anggraini,citra-anggraini-3885@outlook.com,088175312760,sha256$qRxc1wPH6bso-2PtYyvPgg$a58828b5270a65c966c1e416a736d8659f4b97cebc4f2fce7aaff5e387656896,true,2025-05-16 04:28:53,2025-07-09 04:57:46,2025-05-12 23:28:53,2025-07-09 04:57:46
AKUN001406,UMKM,Rizka Wijayanti,rizka-wijayanti-3902@gmail.com,0858936556672,sha256$qkQLCuR_N3LZQhAQ59dkYg$f0f268ce4dd92875311db62cfb1154fc4f5934b7f252bdbd8847443fafe64603,true,2024-07-12 11:22:13,2025-01-11 12:53:46,2024-07-10 22:22:13,2025-01-11 12:53:46
AKUN001407,UMKM,Dwi Handayani,dwi_handayani.1407@yahoo.co.id,089756473103,sha256$-NIbdHvx-K9Ny_W8J7r1ZA$7bdbafe1b02d6f8c861791720274e8b21f37231d06a8a1a32cd0fb053f989d92,true,2026-05-05 13:52:29,2026-05-16 15:46:22,2026-05-02 17:52:29,2026-05-16 15:46:22
AKUN001408,UMKM,Rasyid Wijaya,rasyid-wijaya-3936@yahoo.co.id,0899764708644,sha256$I6WOI2im9zHJbpAihed0-Q$bb05505c44d37371546e0814b8806007c176fda5f1a8698afd492aabf09342ff,true,2024-12-23 01:09:16,2025-01-07 13:26:04,2024-12-20 00:09:16,2025-01-07 13:26:04
AKUN001409,UMKM,Anindya Amalia,anindya_amalia.1409@mail.com,085195238304,sha256$2poBasBMnLn1pf9iAR0iTQ$6b85478b453eaabc5c0a826b354f454dadc009279f7413a2490863c733113eda,true,2025-11-07 02:37:35,2026-03-12 20:19:02,2025-11-07 00:37:35,2026-03-12 20:19:02
AKUN001410,UMKM,Angelina Ade,angelina.ade52@yahoo.co.id,085886347305,sha256$wZKrwuwH1Zw9wLJ5ZzKjMw$e764e293668f1b181d0ed0fd589e5574e2d05595df15a43727be0b39f4046526,true,2024-10-09 11:33:04,,2024-10-06 01:33:04,2024-10-06 01:33:04
AKUN001411,UMKM,Rama Syakira,rama.syakira53@yahoo.co.id,0856774223236,sha256$kKtkoQ0LXh_P4WAdxFPS6g$5fdf982628883461cc0b0117387db6f24be403ce162053911cfc0f9de9f8cd1e,true,2024-08-17 23:02:33,2024-12-26 18:14:25,2024-08-16 04:02:33,2024-12-26 18:14:25
AKUN001412,UMKM,Eka Fauziah,ef01412@yahoo.co.id,0853177761242,sha256$zfLPjOs_NruzY6WQryB8rg$e02df2c47ee8eb46b45215f295b8bd3ad80f023a42bb001b98886fb8233d892c,true,2026-05-30 00:30:18,2026-06-01 14:07:28,2026-05-29 00:30:18,2026-06-01 14:07:28
AKUN001413,UMKM,Rizqi Widodo,rizqiwidodo413@yahoo.co.id,08531663144,sha256$rj6lWACDXS9L1K4UKc5bAQ$191793b67c52a9254f5c7c3666ddc8d079b34348d86cdfada37c215c300867f7,true,,,2024-11-15 19:31:02,2024-11-15 19:31:02
AKUN001414,UMKM,Lukman Haryanto,lh01414@mail.com,0811201980077,sha256$kxrCA3ftokfMkny5OqhLNQ$1c28fbda1f868f507e9549799016fad41af5367742a3db8ab3e64c1e20498b20,true,2025-12-04 21:02:01,2026-02-18 11:48:51,2025-12-03 05:02:01,2026-02-18 11:48:51
AKUN001415,UMKM,Dewanto Kurniawan,dewanto.01415@outlook.com,085295238915,sha256$5LR0GCJgByo8AzN7SAjyZA$24d9f45fbb476113fba94515e40f73b98dc875129df6a091a8d74e75c36168b1,true,2025-06-02 10:05:04,2025-10-04 01:23:46,2025-05-31 01:05:04,2025-10-04 01:23:46
AKUN001416,UMKM,Slamet Firmansyah,slamet.01416@icloud.com,089820300508,sha256$fEVURZqC3Sl6XVVFmPQJsg$8e875cb21a25c28b3745b5a9507f1ac6973c40d4eaaa10718593c5e640258b96,true,2024-11-01 07:05:19,2025-06-19 06:14:16,2024-10-31 11:05:19,2025-06-19 06:14:16
AKUN001417,UMKM,Rengga Ramadhan,rr01417@mail.com,085367823327,sha256$dwo7XUolMPq04QE5zRIA-g$5de0bc1151a5a99899a9974a2c1244a4a4a57adad81beaee84839228fd58d794,true,2026-02-05 22:42:56,2026-05-04 21:01:18,2026-02-02 12:42:56,2026-05-04 21:01:18
AKUN001418,UMKM,Rohman Ryannareta,rohmanryannareta418@mail.com,08116629800,sha256$vXqPA2uwTWOIIt332ve9EQ$aa788113150c3471fbd96435b8d447808c6bf6192f470d57725a5ce9098abb17,true,2025-11-16 12:37:35,2025-11-27 07:19:52,2025-11-14 14:37:35,2025-11-27 07:19:52
AKUN001419,UMKM,Agus Yusnita,agus_yusnita.1419@outlook.com,08819768065,sha256$FitKysUgsRwXt_2KsOqQog$1efbed1609436eb82485c83457a20cdeab934847196a248cb30f5cbbfd0c16f4,true,2024-05-21 12:51:55,2025-02-19 04:27:55,2024-05-18 04:51:55,2025-02-19 04:27:55
AKUN001420,UMKM,Tri Fadhilah,tri_fadhilah.1420@mail.com,085838256054,sha256$lxhPsYsnYW4_3lAc42niyQ$dcce1897ba145773382f04b01f4a633504879b6d7cc8cafe8ce263770080a857,true,2025-09-22 23:12:58,2026-03-08 12:52:39,2025-09-21 08:12:58,2026-03-08 12:52:39
AKUN001421,UMKM,Intan Ramadhani,intan.01421@mail.com,0877613249383,sha256$ThgL0Sh3RBTRZdKtc2-7UA$dd665306478e44e31d0722258e5258395c797751e6d663bde5fb2f56582f07b5,true,2025-12-22 02:41:30,2026-03-15 11:59:18,2025-12-21 03:41:30,2026-03-15 11:59:18
AKUN001422,UMKM,Nugroho Anjani,nugroho.01422@gmail.com,089591874041,sha256$fgIXW378dS75KqSlGOz2aQ$55139aece2d3ce3849ebb16e642f2a08f50ce82eddb5092dc61bb9bef14047bd,true,2024-01-12 19:15:12,2026-01-31 12:02:08,2024-01-11 20:15:12,2026-01-31 12:02:08
AKUN001423,UMKM,Sekar Santoso,sekar-santoso-4191@icloud.com,082353081862,sha256$aF9K024ZdVKYQavRt4sRMg$d35fc4e75f75a8c6c5cf9b9064138e4cc7612984be5d29344a8803ed8866820c,true,2026-04-03 14:55:57,2026-05-08 17:31:35,2026-04-01 03:55:57,2026-05-08 17:31:35
AKUN001424,UMKM,Ilham Sari,is01424@gmail.com,0811360553294,sha256$dCPxUDV3qErRgDhB0SEhWw$069f0d64ef8352d682954720874690d685f486154a5f966a72ffb123d563ffc1,true,2024-05-31 15:22:28,2025-11-01 22:10:00,2024-05-29 13:22:28,2025-11-01 22:10:00
AKUN001425,UMKM,Ari Puspita,ari_puspita.1425@yahoo.co.id,081191687403,sha256$lVDBq1G1k6HHgPd0JXKK9Q$d03fa4aef4a9904d2508e40d8e64f219f68638b2c9ee94741522d6177ddafde3,true,2024-11-27 15:02:05,2026-03-21 11:49:38,2024-11-25 10:02:05,2026-03-21 11:49:38
AKUN001426,UMKM,Suryo Aryati,sa01426@gmail.com,088817804490,sha256$uvLhmuozmAzLCSwgA-4MJg$6fa5a2c9515405122a688d798a2960bfa33c5e9b6bffea2900988e3ef21fbd6f,true,2024-11-28 07:11:52,2025-08-25 20:30:42,2024-11-24 08:11:52,2025-08-25 20:30:42
AKUN001427,UMKM,Darel Afifansyah,darel-afifansyah-4259@gmail.com,08784261162,sha256$WUbbhgAk-dmgO0tD3OMHQw$268f23b53e9c31130adc7a97dcc33ac4df21fd2436c9b24e82157d6cc031899e,true,2024-04-16 12:36:08,,2024-04-14 07:36:08,2024-04-14 07:36:08
AKUN001428,UMKM,Rexy Wicaksono,rexy.01428@yahoo.co.id,08584756032,sha256$SCIoYlkpCSZ8A0Nya3RSkA$c3b509e2bb9871f6542e2f24681eea9df20280c3211c09041b5161056fbccf4c,true,2024-07-18 14:53:00,2025-03-28 04:15:33,2024-07-14 18:53:00,2025-03-28 04:15:33
AKUN001429,UMKM,Prabowo Herlambang,prabowo.herlambang71@gmail.com,081161091975,sha256$rLOQ_6HeV_WS24AVa2TGzg$1d1b2d98103dd9b0957a4eceac4761935e344339a7669103b42b768724744d62,true,2024-06-23 20:53:15,,2024-06-22 04:53:15,2024-06-22 04:53:15
AKUN001430,UMKM,Khairunnisa Setyowati,ks01430@outlook.com,081269389941,sha256$fzr2CCH8Dq6XRMNGiGtcpQ$e4607165467180d05785255ea7e673241f48ac07c3bf1fa697e329523ea5e789,true,2025-11-28 02:17:09,,2025-11-24 19:17:09,2025-11-24 19:17:09
AKUN001431,UMKM,Hafizh Asih,hafizh_asih.1431@mail.com,089626362302,sha256$E5HSpBJWxqCs8_4gwoZMxA$a5a426da3419290bf350382b0cbaeb535e0d8e4f29127778952bd19f5bf0b934,true,2024-12-30 12:53:10,,2024-12-28 01:53:10,2024-12-28 01:53:10
AKUN001432,UMKM,Nurul Wahyuni,nurulwahyuni432@yahoo.co.id,087831388865,sha256$U0OhDaBvvoH9kvwbOwrUhQ$877d4b40da67c1d41afdda3d46cadebd270d6b3676a3ae7bea504d9b600be382,true,2024-12-21 07:50:50,2025-09-23 22:29:45,2024-12-20 00:50:50,2025-09-23 22:29:45
AKUN001433,UMKM,Naufan Pramono,np01433@yahoo.co.id,085819837565,sha256$7midUnrRd2yvaeC5tY-VSA$12ab25cf40ce1df895f225ee2f39dd33ce9b45c1bc7302e31460ebf92df2a7af,true,2025-02-09 14:06:47,2025-02-18 22:25:59,2025-02-06 23:06:47,2025-02-18 22:25:59
AKUN001434,UMKM,Sriyono Amin,sriyono.01434@gmail.com,081329375312,sha256$jTEJVW1s4ndu8NqhTJui2Q$7b368baa91fce4e3f970324da9516b157692610a5de2ab029c2a6145d6cf28fb,true,2024-04-06 15:48:49,2025-08-01 14:49:15,2024-04-05 18:48:49,2025-08-01 14:49:15
AKUN001435,UMKM,Latifah Mahardika,latifah-mahardika-4395@mail.com,082290053235,sha256$3foO2mxyLApvPRnVGrab2g$c59789c1a7a3abd55eb171291c21399efe869dca4a2c2ca16a6f1a8484200fbc,true,2025-12-15 13:12:35,2026-02-11 19:10:07,2025-12-14 14:12:35,2026-02-11 19:10:07
AKUN001436,UMKM,Krisna Nugraha,krisnanugraha436@yahoo.co.id,085356066823,sha256$HhFNZyps0yFa-HlW2WIU1g$c09952039711141fd66bcef84ee906a9f184d2bd018b626307daa0226d42bbb8,true,2024-09-26 20:36:54,,2024-09-25 03:36:54,2024-09-25 03:36:54
AKUN001437,UMKM,Novi Rohmah,novi.01437@yahoo.co.id,085747776426,sha256$Ywybv2e_h4AaKJlxgYLJWg$0a52fc89e3d05959835dd1d17921d12ee0b4abf4320f066303d0d60b89085b26,true,2025-01-15 00:32:04,2026-03-22 16:34:59,2025-01-11 10:32:04,2026-03-22 16:34:59
AKUN001438,UMKM,Siti Pratiwi,sp01438@yahoo.co.id,082334401748,sha256$ay-YsRJcEZ4ERlOoRJPxbA$a51e591e7363eefd3b38ea8c0b098d4e784b40ed25010a7d95733e8da5d5cbf7,true,2024-09-06 11:18:46,2025-10-30 16:22:23,2024-09-04 11:18:46,2025-10-30 16:22:23
AKUN001439,UMKM,Yusuf Kusnadi,yusuf.01439@gmail.com,081225435608,sha256$mxcFm62skHNiq5usNpTLvg$bcb31fd71cc9b62968ad8e9e0b372b6a50cfd0431522f16f0163d8334e63ed4a,true,2024-02-22 14:34:41,2024-12-08 03:15:51,2024-02-21 03:34:41,2024-12-08 03:15:51
AKUN001440,UMKM,Rizky Saputra,rizky.saputra82@outlook.com,0813242171638,sha256$eMTzfziEtucjBgpFXHYDzw$b87184647c7b93eb62bc79d77fab53d7f00f866872b73955cc2dff7f3b300e94,true,2025-03-26 22:40:29,2025-04-11 05:19:52,2025-03-23 21:40:29,2025-04-11 05:19:52
AKUN001441,UMKM,Maya Permata,mayapermata441@mail.com,0858159523798,sha256$LoEaU-WwlcMPVfIXCnjEVQ$54045f835e57a3a0bbb4f6ae71a20e335eba9dcc522ece3208a3d73de4afd77f,true,2026-02-15 04:39:27,,2026-02-11 18:39:27,2026-02-11 18:39:27
AKUN001442,UMKM,Rafi Haunan,rafi.01442@umkm.id,0899545801981,sha256$De5H8bjKcNjSQCXrTKem7Q$1c0254cf576d15fde792d227217d0199a3d7abfa26bbfb84028d1627b7656b25,true,2024-12-31 22:24:19,2025-11-17 11:24:34,2024-12-28 04:24:19,2025-11-17 11:24:34
AKUN001443,UMKM,Mila Hylmi,mila.01443@yahoo.co.id,081122859355,sha256$fRHDzqC2E1h2FmqSkvVY_A$adb8bd00c1c9ec04a59baf6369c2b98bb4ceded00a59c59af52cfcab6ba2d125,true,2024-12-04 17:56:51,,2024-12-02 04:56:51,2024-12-02 04:56:51
AKUN001444,UMKM,Rangga Lahadalia,rangga.01444@gmail.com,085525742918,sha256$2Y4rbANm6H7mw9Y_4-TG0A$5d9d4fc21a293efdfd03b3406b7cf110bfcb924d32a8958a1e8a0791029acc66,true,2026-02-01 08:00:55,2026-02-04 04:24:26,2026-01-30 20:00:55,2026-02-04 04:24:26
AKUN001445,UMKM,Hanif Syahputra,hanif-syahputra-4565@outlook.com,089660010493,sha256$DrTWz1h-G5ApwNHRpDfgsw$c281e7c91a3d388a43b9f4e72c2d77829e480185823be73f5d54ca2d1896b486,true,2025-05-01 12:32:19,2025-07-02 06:41:10,2025-04-28 13:32:19,2025-07-02 06:41:10
AKUN001446,UMKM,Nisa Susanti,nisasusanti446@yahoo.co.id,08122252075,sha256$ibMyUfSHm-8qCCZoymOCWg$85acb3dfe4209038b47b6524b6b26cd6bf7489013ee17548a14e8fbe7780094a,true,2025-05-02 13:52:36,2025-10-10 11:07:38,2025-05-01 10:52:36,2025-10-10 11:07:38
AKUN001447,UMKM,Yoeke Rachman,yoekerachman447@outlook.com,085773981261,sha256$PvhQehGVgFphq8T-q7w94g$55a73e029643e3a9bcb780a358c89597a1a9e9687955878fd7ff586c48d5bc4f,true,2025-03-30 07:41:12,2025-07-22 20:14:01,2025-03-27 09:41:12,2025-07-22 20:14:01
AKUN001448,UMKM,Lolo Utami,lolo.utami90@gmail.com,0852204086137,sha256$Lmb3qzP1lOAGKwUrCkphsg$04329ea1a6eb403b80d819efaf604a6961101a8cf4851d9bc3ca153ea0b4af47,true,2026-01-22 18:21:50,2026-03-11 04:32:26,2026-01-18 23:21:50,2026-03-11 04:32:26
AKUN001449,UMKM,Najma Setiawan,najma.01449@outlook.com,085381242730,sha256$uZCjS9Z9kmlrqTIJftwHHQ$b7a307c01f7503b9ef61c39512bf870e60b0edce1b46cb0b27a8c73e07811947,true,,,2025-03-16 03:01:49,2025-03-16 03:01:49
AKUN001450,UMKM,Taufik Fauzi,taufikfauzi450@gmail.com,089645736179,sha256$6ap_DyGpSUrd6vecCSPFxA$283f22e06236839e17753185f8919042bb266a90c823a2cfcf2de07781eb35bb,true,2024-03-24 01:48:47,2025-11-21 04:57:44,2024-03-20 02:48:47,2025-11-21 04:57:44
AKUN001451,UMKM,Ratna Pertiwi,ratnapertiwi451@bisnis.id,0899438592700,sha256$b5eO-TW9wKhLGxGDf2XDgw$6f9273822db0866110b00e7783e9c7d75ad0b90d2a6b80a664a84c3ef879e307,true,2024-08-14 01:16:06,2024-12-12 07:31:31,2024-08-10 08:16:06,2024-12-12 07:31:31
AKUN001452,UMKM,Salma Herfina,salma.01452@outlook.com,0855880540797,sha256$Vm6h-UOEs3OYSMHiOVL0EQ$fd9b47885cd173970524412b0cf322a1063fedbcb07d5a596b3cef3184e00bf4,true,2025-06-16 09:00:06,2026-02-17 06:27:25,2025-06-13 14:00:06,2026-02-17 06:27:25
AKUN001453,UMKM,Sulastri Hermawan,sh01453@gmail.com,081330670786,sha256$nxdP2lu5MatWOU19vM-WlA$da0b7fa963d6b7d2b6afa34def101cc9c6d43c585cc037884f9cffe5855a7cd0,true,2024-06-04 02:33:13,2026-02-02 15:59:45,2024-05-31 08:33:13,2026-02-02 15:59:45
AKUN001454,UMKM,Mardiyah Hakim,mh01454@icloud.com,089766104774,sha256$FQnyKjiN1z-HyjXVINNfmg$625baba828729084e08d6d9a022f04a11861c42f644c6579634961a09f394ce9,true,2024-03-22 19:47:33,2025-07-08 14:57:26,2024-03-21 19:47:33,2025-07-08 14:57:26
AKUN001455,UMKM,Suyatno Maharani,suyatno-maharani-4735@gmail.com,085572048176,sha256$GCeNZP2ngJAiPaDAZ29Gog$04c38f724f175d71e779005773eeebcbef0fa069ab353120bd480eeecd29ec2f,true,2024-02-22 08:38:18,,2024-02-20 17:38:18,2024-02-20 17:38:18
AKUN001456,UMKM,Puspita Prasetyo,puspita.01456@gmail.com,087798590590,sha256$ZpiQB8KQ3tt_oKbAfHb8gw$efdd7dd22e861757c19f5fd02d2ac9c37012dff62b487a53059cc1c9330cffca,true,2025-09-24 01:52:13,2025-12-01 11:27:26,2025-09-21 16:52:13,2025-12-01 11:27:26
AKUN001457,UMKM,Anisa Purnomo,anisapurnomo457@gmail.com,087725207296,sha256$EXSAh5MnN0TuOGOTzGnVBg$e56f802d2bf024e3ae31b60bbe83da20792951d4d3eee5c2c9aeae09b59f145b,true,2024-04-29 09:15:00,2024-10-22 17:37:04,2024-04-27 07:15:00,2024-10-22 17:37:04
AKUN001458,UMKM,Rina Anwar,rina.anwar3@bisnis.id,081365579381,sha256$N8RL9kyVdYYEZT_837S6Aw$95e770e53ae7a976b54a4abfec1540077f86f27569c14270b139c2ca6ea63b72,true,2025-07-18 06:13:36,2025-10-13 08:18:04,2025-07-17 10:13:36,2025-10-13 08:18:04
AKUN001459,UMKM,Dian Astuti,dian-astuti-4803@mail.com,085772805706,sha256$oRelSBZ-7mSiKbQsWjCQ4A$ea6bc5f8e4bff73bb8e3f9189593794a946ccc6e722b83778ad1ddeff486b566,true,2024-09-29 19:20:26,2026-03-28 15:55:02,2024-09-27 04:20:26,2026-03-28 15:55:02
AKUN001460,UMKM,Bayu Artanti,bayuartanti460@outlook.com,088123082099,sha256$zSAveroFHkyVKzmBNCOp3w$1b54d49f71c319212865ecd630c9988963ba620fb98a02fe83f4af18399f19d5,true,2025-04-14 09:18:59,2025-06-12 17:44:15,2025-04-12 08:18:59,2025-06-12 17:44:15
AKUN001461,UMKM,Kartika Cahyono,kartika.01461@outlook.com,085195014178,sha256$Vx4ePMuKAuwkoTDs69nqCg$d95eede8c96fbf9e69824259cba180198e0bbb66187a4e2de9201cf9aed84eba,false,2025-07-16 19:16:54,2025-09-14 15:32:54,2025-07-13 00:16:54,2025-09-14 15:32:54
AKUN001462,UMKM,Galih Mutmainah,galihmutmainah462@mail.com,081383738823,sha256$C8Y0HHqa6y2VMDmD9V5KCw$3ec9daa734e87f3304639e2cdb6116e987b7c3aefe29d65795b043d60f833816,true,2025-12-29 01:54:32,2026-03-02 10:49:59,2025-12-26 21:54:32,2026-03-02 10:49:59
AKUN001463,UMKM,Miftah Kusumawati,miftah.01463@outlook.com,089874495286,sha256$KiivjBeS3Zp77VPC9y04cg$fba40cdbcf2cef29fa0e8b8271892222d65ff9fa4ecb74185feee1813e843adc,true,2025-04-26 22:12:28,2025-11-24 03:16:55,2025-04-24 23:12:28,2025-11-24 03:16:55
AKUN001464,UMKM,Fauzan Nuraini,fauzan.01464@mail.com,08584185020,sha256$DkqCwf3ji3q83JuK37XW0Q$b7c590a9f486e42877342fb75f58b629090e1bc86b60ba203a1edc3098981ecb,true,2025-11-27 18:39:38,2026-01-11 17:20:36,2025-11-25 16:39:38,2026-01-11 17:20:36
AKUN001465,UMKM,Annisa Nugroho,annisa.nugroho10@mail.com,085854063385,sha256$xNl8c1ds1Cy8WCSsSub6ZA$4e2817a488e5605253101b7df69991dafad9cb4b09c315fde1ea14a9edae06f7,true,2025-09-25 15:05:45,2026-01-26 03:40:52,2025-09-22 23:05:45,2026-01-26 03:40:52
